RandomWeird{value=2654939097715633158, times=4, duration='34298'}
RandomWeird{value=2301716940253407267, times=4, duration='2554'}
RandomWeird{value=5010232537935868344, times=4, duration='2554'}
RandomWeird{value=5153114618060197494, times=8, duration='4379'}
RandomWeird{value=3627653427135887800, times=2, duration='1825'}
RandomWeird{value=1956543236259474571, times=2, duration='1824'}
RandomWeird{value=6574443635612561919, times=2, duration='1824'}
RandomWeird{value=3320301998601523241, times=4, duration='2554'}
RandomWeird{value=5112608643271129681, times=2, duration='1460'}
RandomWeird{value=7953322058656930841, times=2, duration='1460'}
RandomWeird{value=7091421519806970896, times=3, duration='2189'}
RandomWeird{value=1410099511166186424, times=2, duration='1824'}
RandomWeird{value=5112393374089347230, times=3, duration='2189'}
RandomWeird{value=3159364751351611456, times=5, duration='3283'}
RandomWeird{value=5068936662868981566, times=4, duration='2554'}
RandomWeird{value=5351613882324852597, times=2, duration='1460'}
RandomWeird{value=4639386266364612270, times=2, duration='1460'}
RandomWeird{value=7240720111398434256, times=9, duration='4743'}
RandomWeird{value=5233147557970881352, times=2, duration='1825'}
RandomWeird{value=2812989387045794746, times=2, duration='1825'}
RandomWeird{value=4900837410200211616, times=2, duration='1824'}
RandomWeird{value=3823755321120151977, times=5, duration='2919'}
RandomWeird{value=2638974539303936113, times=3, duration='2190'}
RandomWeird{value=5562640846252556514, times=4, duration='2554'}
RandomWeird{value=3520466901067006713, times=2, duration='1459'}
RandomWeird{value=3442568141639308746, times=3, duration='1824'}
RandomWeird{value=8935528349954229431, times=3, duration='1825'}
RandomWeird{value=1172496574221493554, times=3, duration='1825'}
RandomWeird{value=8084933520620955977, times=3, duration='2189'}
RandomWeird{value=2301349507728045959, times=6, duration='3284'}
RandomWeird{value=6710934961433108377, times=2, duration='1459'}
RandomWeird{value=2842800596193141256, times=3, duration='2189'}
RandomWeird{value=2158529907091163953, times=3, duration='2189'}
RandomWeird{value=3699393416590596306, times=2, duration='1825'}
RandomWeird{value=5277604199605357611, times=12, duration='6203'}
RandomWeird{value=4115467351898544408, times=5, duration='2919'}
RandomWeird{value=1153475601860981366, times=2, duration='1825'}
RandomWeird{value=5538974498091991711, times=2, duration='1460'}
RandomWeird{value=3805904750165640950, times=7, duration='3649'}
RandomWeird{value=3574926599129506433, times=6, duration='3284'}
RandomWeird{value=6733200040763365165, times=2, duration='1824'}
RandomWeird{value=1415224467747505523, times=3, duration='2189'}
RandomWeird{value=4003026995251505587, times=3, duration='2189'}
RandomWeird{value=1349326481808147327, times=2, duration='1825'}
RandomWeird{value=2050383265905437997, times=4, duration='2554'}
RandomWeird{value=3033297031402248817, times=8, duration='4378'}
RandomWeird{value=8603564358864379174, times=4, duration='2554'}
RandomWeird{value=6421970672296418307, times=3, duration='2190'}
RandomWeird{value=3999835716332602820, times=3, duration='2189'}
RandomWeird{value=7124172513556650403, times=2, duration='1459'}
RandomWeird{value=7097031304351977762, times=2, duration='1824'}
RandomWeird{value=4346327406535714312, times=3, duration='2189'}
RandomWeird{value=9034604382094446123, times=6, duration='3649'}
RandomWeird{value=1519759849997536921, times=2, duration='1459'}
RandomWeird{value=5261094030953294306, times=5, duration='2919'}
RandomWeird{value=5834220003434977132, times=4, duration='2554'}
RandomWeird{value=6452066591180988783, times=2, duration='1459'}
RandomWeird{value=3638896840890435078, times=2, duration='1824'}
RandomWeird{value=1470608870539581399, times=2, duration='1825'}
RandomWeird{value=6335404621746945963, times=6, duration='3284'}
RandomWeird{value=6763676962163426113, times=2, duration='1459'}
RandomWeird{value=5044129423127247803, times=3, duration='2189'}
RandomWeird{value=3517961049973120822, times=4, duration='2554'}
RandomWeird{value=7046200668850787061, times=3, duration='1824'}
RandomWeird{value=8820504766605989624, times=2, duration='1459'}
RandomWeird{value=8006483609452375507, times=2, duration='1824'}
RandomWeird{value=8283420162692933944, times=3, duration='2189'}
RandomWeird{value=5352003648931447686, times=5, duration='2919'}
RandomWeird{value=4783391470732767631, times=6, duration='3284'}
RandomWeird{value=5805080723088642421, times=2, duration='1824'}
RandomWeird{value=2639217662243739830, times=3, duration='2189'}
RandomWeird{value=7806674656020829547, times=2, duration='1824'}
RandomWeird{value=5232327706986204605, times=2, duration='1459'}
RandomWeird{value=7056811909863010728, times=4, duration='2554'}
RandomWeird{value=3363328963438723228, times=3, duration='2189'}
RandomWeird{value=5424916089807521671, times=3, duration='2189'}
RandomWeird{value=3005086187583037451, times=2, duration='1460'}
RandomWeird{value=4142666925648899988, times=3, duration='2189'}
RandomWeird{value=1693230193906780486, times=2, duration='1825'}
RandomWeird{value=8184394996749811145, times=3, duration='2190'}
RandomWeird{value=5008931792135723034, times=2, duration='1460'}
RandomWeird{value=7445651462486249166, times=2, duration='1459'}
RandomWeird{value=8916926626179356640, times=2, duration='1824'}
RandomWeird{value=4173923032682014787, times=2, duration='1459'}
RandomWeird{value=7810795078981291253, times=2, duration='1459'}
RandomWeird{value=4658274085045601183, times=2, duration='1824'}
RandomWeird{value=7858170717150786935, times=3, duration='2189'}
RandomWeird{value=2468966498960016411, times=4, duration='2555'}
RandomWeird{value=3893366741483679735, times=2, duration='1824'}
RandomWeird{value=4824985491148594384, times=3, duration='1824'}
RandomWeird{value=2007233582057375404, times=2, duration='1459'}
RandomWeird{value=4100700328910867683, times=2, duration='1824'}
RandomWeird{value=3995856022804227624, times=3, duration='2189'}
RandomWeird{value=8149148938501288908, times=4, duration='2554'}
RandomWeird{value=8254891273790295264, times=2, duration='1824'}
RandomWeird{value=2139169958959930884, times=3, duration='2189'}
RandomWeird{value=2754568294178733968, times=5, duration='2919'}
RandomWeird{value=8999392548238664113, times=5, duration='2919'}
RandomWeird{value=7738944034467966366, times=3, duration='1824'}
RandomWeird{value=3447974086570702444, times=4, duration='2190'}
RandomWeird{value=5712781092746529792, times=2, duration='1459'}
RandomWeird{value=7415778555366837896, times=11, duration='5473'}
RandomWeird{value=7723121744878299411, times=2, duration='1825'}
RandomWeird{value=2350883869381080153, times=3, duration='2189'}
RandomWeird{value=4587506924339151983, times=4, duration='2554'}
RandomWeird{value=3282192368180742948, times=2, duration='1824'}
RandomWeird{value=5990785401877162025, times=2, duration='1460'}
RandomWeird{value=6243486823570582070, times=2, duration='1460'}
RandomWeird{value=6671901703889198176, times=2, duration='1825'}
RandomWeird{value=1471879070282715681, times=2, duration='1460'}
RandomWeird{value=8059560034423202804, times=5, duration='2919'}
RandomWeird{value=8757410309883071948, times=2, duration='1459'}
RandomWeird{value=4553357595676695384, times=3, duration='1824'}
RandomWeird{value=3801925529153534512, times=4, duration='2554'}
RandomWeird{value=6214097961505222790, times=3, duration='2189'}
RandomWeird{value=7489108155842599160, times=2, duration='1459'}
RandomWeird{value=3674698328440002692, times=2, duration='1459'}
RandomWeird{value=8327328346674199776, times=3, duration='2189'}
RandomWeird{value=6511651182561172605, times=5, duration='2919'}
RandomWeird{value=6998310724232109964, times=6, duration='3284'}
RandomWeird{value=5886272408394807499, times=2, duration='1825'}
RandomWeird{value=6265633905211997976, times=2, duration='1824'}
RandomWeird{value=3224511656910689688, times=2, duration='1824'}
RandomWeird{value=4123484757516180564, times=3, duration='2189'}
RandomWeird{value=5187109959959346524, times=3, duration='2189'}
RandomWeird{value=5189602436720938595, times=4, duration='2554'}
RandomWeird{value=4799810556507368964, times=4, duration='2554'}
RandomWeird{value=6236776903812589624, times=3, duration='2189'}
RandomWeird{value=3671252199346531641, times=3, duration='2190'}
RandomWeird{value=3950783306326672128, times=4, duration='2554'}
RandomWeird{value=3836006297698867826, times=4, duration='3284'}
RandomWeird{value=7517610407270797383, times=3, duration='2190'}
RandomWeird{value=6528892841779647860, times=3, duration='1824'}
RandomWeird{value=1956216749292486007, times=6, duration='3284'}
RandomWeird{value=4383614225780952475, times=2, duration='1460'}
RandomWeird{value=3718864607198851111, times=2, duration='1825'}
RandomWeird{value=7795377461390966549, times=6, duration='3284'}
RandomWeird{value=5851966641948476702, times=2, duration='1460'}
RandomWeird{value=6491194281603711714, times=5, duration='2919'}
RandomWeird{value=6060868600549069776, times=3, duration='2189'}
RandomWeird{value=1779723597556030709, times=3, duration='2190'}
RandomWeird{value=7281749423649897280, times=2, duration='1460'}
RandomWeird{value=1352820069093381900, times=4, duration='2554'}
RandomWeird{value=3932310944485690264, times=5, duration='2919'}
RandomWeird{value=4327067990371853555, times=4, duration='2554'}
RandomWeird{value=5166813768475131184, times=3, duration='2189'}
RandomWeird{value=1599399084320888996, times=2, duration='1824'}
RandomWeird{value=8663306416876067440, times=4, duration='2554'}
RandomWeird{value=6592281600825829700, times=3, duration='2189'}
RandomWeird{value=5793534976007638168, times=3, duration='2189'}
RandomWeird{value=1599026861536809730, times=3, duration='2189'}
RandomWeird{value=5325930874077785072, times=2, duration='1824'}
RandomWeird{value=2414561244119636940, times=3, duration='2190'}
RandomWeird{value=7579099454914568023, times=2, duration='1824'}
RandomWeird{value=1711695237449160528, times=3, duration='1824'}
RandomWeird{value=8597386315090115754, times=3, duration='1825'}
RandomWeird{value=2836588471455705909, times=3, duration='1825'}
RandomWeird{value=6621560891242009294, times=6, duration='3284'}
RandomWeird{value=8143865487352012459, times=7, duration='5474'}
RandomWeird{value=2207041127168886098, times=2, duration='2189'}
RandomWeird{value=3915970082776667868, times=2, duration='1459'}
RandomWeird{value=1375436217289989839, times=2, duration='5838'}
RandomWeird{value=2349008384352045604, times=2, duration='2190'}
RandomWeird{value=4319855123318732293, times=3, duration='10582'}
RandomWeird{value=9001597484397623633, times=5, duration='3649'}
RandomWeird{value=1112461711078623128, times=2, duration='1824'}
RandomWeird{value=7583742385652076261, times=2, duration='1824'}
RandomWeird{value=4470863517908638331, times=2, duration='1824'}
RandomWeird{value=9150891192660727122, times=3, duration='1824'}
RandomWeird{value=2284665282476485698, times=4, duration='2555'}
RandomWeird{value=2087238329613774809, times=3, duration='2189'}
RandomWeird{value=4177306870286614742, times=4, duration='2554'}
RandomWeird{value=2619767285440208491, times=5, duration='2919'}
RandomWeird{value=4883576347851757403, times=11, duration='5838'}
RandomWeird{value=4261825518068250399, times=2, duration='1460'}
RandomWeird{value=7970554169735223349, times=5, duration='2919'}
RandomWeird{value=7214411548227004848, times=2, duration='1824'}
RandomWeird{value=7371451723970288362, times=2, duration='1824'}
RandomWeird{value=6643715679034094521, times=4, duration='2554'}
RandomWeird{value=5838876707829936296, times=3, duration='2189'}
RandomWeird{value=1884190025461966796, times=4, duration='2554'}
RandomWeird{value=5826017946791593615, times=4, duration='2555'}
RandomWeird{value=4652491934182831127, times=2, duration='1459'}
RandomWeird{value=8874623884808783686, times=3, duration='2190'}
RandomWeird{value=8317936569838018899, times=3, duration='1825'}
RandomWeird{value=6366750620108973665, times=3, duration='2189'}
RandomWeird{value=2026996547562147014, times=2, duration='1459'}
RandomWeird{value=8324188214503753174, times=3, duration='1825'}
RandomWeird{value=4600089213595248712, times=2, duration='1460'}
RandomWeird{value=8459395932942587687, times=3, duration='2190'}
RandomWeird{value=6860021164488891628, times=7, duration='4014'}
RandomWeird{value=7685487460204428281, times=11, duration='5838'}
RandomWeird{value=4369218309226383111, times=3, duration='2189'}
RandomWeird{value=1585268520991484519, times=3, duration='2190'}
RandomWeird{value=6989014523388618994, times=2, duration='1825'}
RandomWeird{value=8203203052374415393, times=4, duration='2554'}
RandomWeird{value=8052034768076614623, times=2, duration='1824'}
RandomWeird{value=5155950462638441665, times=6, duration='3284'}
RandomWeird{value=4655418128745630214, times=3, duration='1824'}
RandomWeird{value=4393617321161311970, times=2, duration='1459'}
RandomWeird{value=5511444580076478368, times=3, duration='2189'}
RandomWeird{value=8669630061535332230, times=4, duration='2555'}
RandomWeird{value=4875081362259677588, times=2, duration='1459'}
RandomWeird{value=6295611932303883128, times=2, duration='1824'}
RandomWeird{value=7813837887311965283, times=2, duration='1824'}
RandomWeird{value=4064637328485545050, times=3, duration='2189'}
RandomWeird{value=2295050647003021908, times=4, duration='2554'}
RandomWeird{value=6552783907402347795, times=4, duration='2189'}
RandomWeird{value=2195568289372607211, times=2, duration='1459'}
RandomWeird{value=2882077649129705821, times=3, duration='2189'}
RandomWeird{value=1015264191373775583, times=4, duration='2555'}
RandomWeird{value=8685505441405721178, times=3, duration='2189'}
RandomWeird{value=8942367355519963814, times=3, duration='2190'}
RandomWeird{value=5228362510155227785, times=3, duration='1824'}
RandomWeird{value=6519476739193721067, times=3, duration='2189'}
RandomWeird{value=7984560716913381645, times=5, duration='2919'}
RandomWeird{value=3279360172516431968, times=3, duration='2189'}
RandomWeird{value=2105967234355337835, times=2, duration='1824'}
RandomWeird{value=8675222668333455483, times=4, duration='2554'}
RandomWeird{value=6385038544152941816, times=2, duration='1825'}
RandomWeird{value=6811701327647920787, times=2, duration='1460'}
RandomWeird{value=1736886861641019106, times=2, duration='1460'}
RandomWeird{value=7706403294838446406, times=5, duration='2919'}
RandomWeird{value=9160321649256572674, times=3, duration='1825'}
RandomWeird{value=1617197932820104456, times=5, duration='2919'}
RandomWeird{value=1427915760379984163, times=3, duration='2189'}
RandomWeird{value=7139172909876959322, times=3, duration='2190'}
RandomWeird{value=1318531739017178687, times=4, duration='2554'}
RandomWeird{value=3200025777273269770, times=3, duration='2189'}
RandomWeird{value=7416706628822787221, times=2, duration='1824'}
RandomWeird{value=5466600622428887045, times=4, duration='2554'}
RandomWeird{value=1077864359470478173, times=5, duration='2919'}
RandomWeird{value=8201064789697292094, times=5, duration='3648'}
RandomWeird{value=5098458612345139355, times=6, duration='3284'}
RandomWeird{value=6655117723667880431, times=5, duration='3284'}
RandomWeird{value=6439438428349447164, times=8, duration='4013'}
RandomWeird{value=3122267960476012123, times=4, duration='2554'}
RandomWeird{value=7232287655941504824, times=2, duration='1825'}
RandomWeird{value=1197675210493810824, times=4, duration='2554'}
RandomWeird{value=5412000732508920271, times=2, duration='1824'}
RandomWeird{value=2140300892325736160, times=3, duration='2189'}
RandomWeird{value=4937135483503313942, times=5, duration='2919'}
RandomWeird{value=6889347369858525943, times=3, duration='2189'}
RandomWeird{value=1536745263275211920, times=2, duration='1824'}
RandomWeird{value=1580073510328588005, times=2, duration='1824'}
RandomWeird{value=8820154045420563686, times=2, duration='1460'}
RandomWeird{value=2773589732496269693, times=3, duration='1825'}
RandomWeird{value=5785669535151269137, times=2, duration='1460'}
RandomWeird{value=3659107166866399852, times=2, duration='1824'}
RandomWeird{value=7849372491028733474, times=3, duration='2189'}
RandomWeird{value=1910261816854552353, times=2, duration='1824'}
RandomWeird{value=2080306239510690696, times=4, duration='2554'}
RandomWeird{value=7878382449328652335, times=2, duration='1825'}
RandomWeird{value=7228765254543268769, times=2, duration='1460'}
RandomWeird{value=7109075085509683248, times=2, duration='1460'}
RandomWeird{value=2230466418393345635, times=2, duration='1824'}
RandomWeird{value=5895962182757113008, times=3, duration='2189'}
RandomWeird{value=8278147316914999424, times=9, duration='4743'}
RandomWeird{value=2634773855698810505, times=4, duration='2554'}
RandomWeird{value=7430346472443928245, times=2, duration='1825'}
RandomWeird{value=2011554246109408280, times=3, duration='2189'}
RandomWeird{value=6243532252870097606, times=4, duration='2554'}
RandomWeird{value=2499543472773691163, times=2, duration='2554'}
RandomWeird{value=1077403610951506728, times=2, duration='1825'}
RandomWeird{value=7697860563481341864, times=2, duration='1460'}
RandomWeird{value=3932295316316533323, times=2, duration='1459'}
RandomWeird{value=6594276531027673004, times=2, duration='1459'}
RandomWeird{value=1593735343525817958, times=3, duration='2189'}
RandomWeird{value=1325050316713557530, times=2, duration='1824'}
RandomWeird{value=4518593745839567176, times=2, duration='1459'}
RandomWeird{value=4752526958224661629, times=5, duration='2919'}
RandomWeird{value=1197358880222969939, times=3, duration='2189'}
RandomWeird{value=6848725041733501088, times=2, duration='1824'}
RandomWeird{value=4875132491325334815, times=5, duration='2919'}
RandomWeird{value=7327594817184355944, times=4, duration='2554'}
RandomWeird{value=2396098392422064813, times=2, duration='1459'}
RandomWeird{value=1955965044260209163, times=4, duration='2919'}
RandomWeird{value=2301949268852571532, times=6, duration='3284'}
RandomWeird{value=1630212827234000935, times=3, duration='1825'}
RandomWeird{value=3277514500842229577, times=3, duration='1825'}
RandomWeird{value=7242094422238667927, times=2, duration='1459'}
RandomWeird{value=1323909091228446347, times=2, duration='1824'}
RandomWeird{value=5457051832189330568, times=2, duration='1824'}
RandomWeird{value=8048529689200190114, times=5, duration='2919'}
RandomWeird{value=1583195900683535096, times=5, duration='2919'}
RandomWeird{value=8755674439969365413, times=2, duration='1459'}
RandomWeird{value=9151638983363132177, times=2, duration='1824'}
RandomWeird{value=4122485769331805336, times=7, duration='4013'}
RandomWeird{value=3471074897997527507, times=4, duration='2554'}
RandomWeird{value=6181071412712384771, times=4, duration='2554'}
RandomWeird{value=7853160586605369365, times=2, duration='1824'}
RandomWeird{value=8275970310237974830, times=3, duration='2189'}
RandomWeird{value=7956802994954478876, times=3, duration='2189'}
RandomWeird{value=5369124284178183599, times=3, duration='2189'}
RandomWeird{value=5842546291517177814, times=2, duration='1824'}
RandomWeird{value=1404377632267629863, times=3, duration='2189'}
RandomWeird{value=4526537519268362202, times=3, duration='2189'}
RandomWeird{value=2560983941292336328, times=2, duration='1825'}
RandomWeird{value=4883373318037775015, times=2, duration='1460'}
RandomWeird{value=4563761703917023071, times=4, duration='2189'}
RandomWeird{value=2112595551805659463, times=2, duration='1459'}
RandomWeird{value=1490651397408328456, times=2, duration='1824'}
RandomWeird{value=8226289936031159033, times=3, duration='2189'}
RandomWeird{value=1057320321840614832, times=4, duration='2555'}
RandomWeird{value=2251757914710111356, times=3, duration='2189'}
RandomWeird{value=6117371220571236549, times=3, duration='2189'}
RandomWeird{value=5006276990531091887, times=2, duration='1824'}
RandomWeird{value=4925008353136675040, times=3, duration='2190'}
RandomWeird{value=4196709799920039113, times=6, duration='3284'}
RandomWeird{value=8157459225386117605, times=4, duration='2190'}
RandomWeird{value=1560203672457050515, times=6, duration='3284'}
RandomWeird{value=4295838716396187734, times=2, duration='1825'}
RandomWeird{value=1238999651260135171, times=3, duration='2190'}
RandomWeird{value=1811318071617359537, times=4, duration='2554'}
RandomWeird{value=1171491709956255972, times=7, duration='4013'}
RandomWeird{value=8629665606801735308, times=3, duration='2189'}
RandomWeird{value=7519000105337311875, times=2, duration='1824'}
RandomWeird{value=1498638401418784021, times=2, duration='1459'}
RandomWeird{value=6939711533924214572, times=3, duration='2189'}
RandomWeird{value=4590319399962116516, times=4, duration='2554'}
RandomWeird{value=7395762808464820626, times=2, duration='1459'}
RandomWeird{value=4281518958215823019, times=4, duration='2554'}
RandomWeird{value=9005999094220893417, times=2, duration='1460'}
RandomWeird{value=8845679187262444389, times=2, duration='1460'}
RandomWeird{value=6523354980452046226, times=3, duration='1824'}
RandomWeird{value=2476459991545834607, times=2, duration='1459'}
RandomWeird{value=2638536978718735460, times=5, duration='2919'}
RandomWeird{value=8873675651949142436, times=2, duration='1460'}
RandomWeird{value=1886755518042215552, times=3, duration='1824'}
RandomWeird{value=3850005206874579943, times=2, duration='1459'}
RandomWeird{value=4247073398561687443, times=3, duration='2189'}
RandomWeird{value=1276543935935436261, times=2, duration='1459'}
RandomWeird{value=4843118817794675617, times=2, duration='1460'}
RandomWeird{value=9216719693200171167, times=2, duration='1825'}
RandomWeird{value=1022252534188398034, times=2, duration='2189'}
RandomWeird{value=7623532687900895890, times=2, duration='1825'}
RandomWeird{value=8511463133435079658, times=2, duration='1825'}
RandomWeird{value=3124438980266021906, times=2, duration='1824'}
RandomWeird{value=3878463793861112141, times=2, duration='1459'}
RandomWeird{value=1660533348369686524, times=3, duration='2189'}
RandomWeird{value=1711871161649475106, times=5, duration='2919'}
RandomWeird{value=1047765801756415580, times=6, duration='3284'}
RandomWeird{value=4188612037879264027, times=2, duration='1825'}
RandomWeird{value=7018332199776753148, times=3, duration='1825'}
RandomWeird{value=3031907049833870656, times=3, duration='1824'}
RandomWeird{value=5738951057467371401, times=3, duration='1824'}
RandomWeird{value=3022444409284124834, times=2, duration='1460'}
RandomWeird{value=5634288651763459538, times=5, duration='2920'}
RandomWeird{value=7419419248917829626, times=2, duration='1459'}
RandomWeird{value=9028907094582851898, times=3, duration='1824'}
RandomWeird{value=5182031866746038568, times=4, duration='2554'}
RandomWeird{value=6271432289245918343, times=2, duration='1460'}
RandomWeird{value=2462518538159503493, times=9, duration='4744'}
RandomWeird{value=2268310163348393067, times=2, duration='1459'}
RandomWeird{value=9180183316554380523, times=6, duration='3284'}
RandomWeird{value=3215497538239162818, times=2, duration='1460'}
RandomWeird{value=2830704033134211463, times=3, duration='2190'}
RandomWeird{value=8503484144685645445, times=2, duration='1824'}
RandomWeird{value=3616414078093810722, times=3, duration='2189'}
RandomWeird{value=9201017820992222906, times=2, duration='1459'}
RandomWeird{value=4090963498389849166, times=2, duration='1459'}
RandomWeird{value=8956941798463345367, times=3, duration='2189'}
RandomWeird{value=3875546886883534871, times=2, duration='1460'}
RandomWeird{value=3138760215589479277, times=3, duration='2189'}
RandomWeird{value=7892883755051793354, times=9, duration='4743'}
RandomWeird{value=2660062468266065162, times=2, duration='1824'}
RandomWeird{value=7617439627376578272, times=4, duration='2554'}
RandomWeird{value=1768856683411886825, times=4, duration='2554'}
RandomWeird{value=4413991652550725189, times=2, duration='1459'}
RandomWeird{value=5634032897544009810, times=2, duration='1459'}
RandomWeird{value=5829854786015690424, times=2, duration='1824'}
RandomWeird{value=3073192697552900708, times=2, duration='1460'}
RandomWeird{value=8226358795180489367, times=2, duration='1460'}
RandomWeird{value=5336204056353770507, times=2, duration='1825'}
RandomWeird{value=8830781210709167610, times=2, duration='1825'}
RandomWeird{value=6550083317629886158, times=3, duration='1825'}
RandomWeird{value=8204548551520918017, times=4, duration='2189'}
RandomWeird{value=4564323349209526882, times=2, duration='1459'}
RandomWeird{value=8122506491493874176, times=3, duration='2189'}
RandomWeird{value=3817125804442231223, times=2, duration='1825'}
RandomWeird{value=4094307800578914013, times=2, duration='1460'}
RandomWeird{value=8660518362608494976, times=2, duration='1460'}
RandomWeird{value=2109382943698761619, times=3, duration='2189'}
RandomWeird{value=5172838664978239131, times=4, duration='2554'}
RandomWeird{value=8564480205616534240, times=6, duration='3284'}
RandomWeird{value=8569458821282468068, times=7, duration='3649'}
RandomWeird{value=5967468400394585966, times=5, duration='2919'}
RandomWeird{value=5515005081516609033, times=2, duration='1825'}
RandomWeird{value=2926389995131133400, times=2, duration='1460'}
RandomWeird{value=6276489460822197218, times=4, duration='2554'}
RandomWeird{value=2475218286726465945, times=3, duration='2189'}
RandomWeird{value=2973356917766352769, times=2, duration='1459'}
RandomWeird{value=6926561410567497829, times=4, duration='2189'}
RandomWeird{value=8662212020558758621, times=6, duration='3284'}
RandomWeird{value=2676818496675466292, times=2, duration='1460'}
RandomWeird{value=5228559993683495240, times=2, duration='1825'}
RandomWeird{value=4706975098877913280, times=3, duration='2190'}
RandomWeird{value=3502129295203327556, times=3, duration='2189'}
RandomWeird{value=5276541207541903933, times=2, duration='1459'}
RandomWeird{value=6906777247253747707, times=2, duration='1824'}
RandomWeird{value=7512883409024084007, times=2, duration='1825'}
RandomWeird{value=8674414448432692636, times=2, duration='1460'}
RandomWeird{value=4423758110855487896, times=4, duration='2189'}
RandomWeird{value=3963446554128608956, times=3, duration='1824'}
RandomWeird{value=8847617176811292099, times=2, duration='1459'}
RandomWeird{value=8887582381447052931, times=5, duration='2919'}
RandomWeird{value=1699404030088673667, times=3, duration='1824'}
RandomWeird{value=3918120475958359424, times=4, duration='2554'}
RandomWeird{value=7501151822442404369, times=2, duration='1460'}
RandomWeird{value=3371804742899432723, times=3, duration='2190'}
RandomWeird{value=1843315976035956286, times=3, duration='1824'}
RandomWeird{value=1564370672280263809, times=3, duration='1824'}
RandomWeird{value=2530436159789364324, times=4, duration='2189'}
RandomWeird{value=1074810480125286510, times=2, duration='1460'}
RandomWeird{value=5009779932559305158, times=8, duration='5109'}
RandomWeird{value=7236952307261443438, times=2, duration='1824'}
RandomWeird{value=6222271049951723224, times=10, duration='5108'}
RandomWeird{value=5010654381328812243, times=10, duration='5109'}
RandomWeird{value=6267703560758803072, times=2, duration='1459'}
RandomWeird{value=5069119050865397467, times=4, duration='2554'}
RandomWeird{value=8439246580122523118, times=4, duration='2554'}
RandomWeird{value=5385689692921125392, times=2, duration='1460'}
RandomWeird{value=8103227958813147945, times=3, duration='2189'}
RandomWeird{value=3580608182862453722, times=4, duration='2554'}
RandomWeird{value=7702669726176011115, times=2, duration='1460'}
RandomWeird{value=3114719109033600331, times=4, duration='2555'}
RandomWeird{value=8883157825896281269, times=2, duration='1824'}
RandomWeird{value=6645732159271018225, times=3, duration='2189'}
RandomWeird{value=8279513132010453848, times=4, duration='2554'}
RandomWeird{value=5722452333975981514, times=3, duration='2189'}
RandomWeird{value=2280791382407640076, times=5, duration='2919'}
RandomWeird{value=1527027526392149421, times=2, duration='1460'}
RandomWeird{value=1076146976452869112, times=2, duration='1824'}
RandomWeird{value=1934482994980136352, times=6, duration='3284'}
RandomWeird{value=9105784403436113246, times=4, duration='2554'}
RandomWeird{value=6447741753698520418, times=5, duration='2919'}
RandomWeird{value=2605131318799174749, times=2, duration='1825'}
RandomWeird{value=7853969306843442340, times=5, duration='2919'}
RandomWeird{value=2464415450233006310, times=2, duration='1824'}
RandomWeird{value=8790078870596970494, times=4, duration='2554'}
RandomWeird{value=1505741273653599881, times=4, duration='2555'}
RandomWeird{value=3275969957200195026, times=3, duration='2189'}
RandomWeird{value=4583962069474551959, times=3, duration='2189'}
RandomWeird{value=4397037168462151804, times=4, duration='2554'}
RandomWeird{value=3858854158654285467, times=3, duration='2189'}
RandomWeird{value=9022697925626228746, times=2, duration='1824'}
RandomWeird{value=8740825722339030173, times=2, duration='1459'}
RandomWeird{value=1714136373437289451, times=2, duration='1459'}
